count,roblas-bench command
24,./rocblas-bench -f gemm_strided_batched -r f32_r --transposeA T --transposeB N -m 157 -n 157 -k 64 --alpha 1 --lda 18432 --stride_a 64 --ldb 18432 --stride_b 64 --beta 0 --ldc 157 --stride_c 24649 --batch 288
24,./rocblas-bench -f gemm -r f32_r --transposeA N --transposeB N -m 3072 -n 10392 -k 768 --alpha 1 --lda 3072 --ldb 768 --beta 0 --ldc 3072
24,./rocblas-bench -f gemm -r f32_r --transposeA N --transposeB N -m 768 -n 10776 -k 3072 --alpha 1 --lda 768 --ldb 3072 --beta 0 --ldc 768
24,./rocblas-bench -f gemm_strided_batched -r f32_r --transposeA T --transposeB N -m 509 -n 509 -k 64 --alpha 1 --lda 18432 --stride_a 64 --ldb 18432 --stride_b 64 --beta 0 --ldc 509 --stride_c 259081 --batch 288
24,./rocblas-bench -f gemm -r f32_r --transposeA N --transposeB T -m 3072 -n 768 -k 12072 --alpha 1 --lda 3072 --ldb 768 --beta 0 --ldc 3072
24,./rocblas-bench -f gemm_strided_batched -r f32_r --transposeA T --transposeB N -m 482 -n 482 -k 64 --alpha 1 --lda 18432 --stride_a 64 --ldb 18432 --stride_b 64 --beta 0 --ldc 482 --stride_c 232324 --batch 288
24,./rocblas-bench -f gemm -r f32_r --transposeA N --transposeB T -m 768 -n 3072 -k 10848 --alpha 1 --lda 768 --ldb 3072 --beta 0 --ldc 768
24,./rocblas-bench -f gemm_strided_batched -r f32_r --transposeA N --transposeB N -m 64 -n 455 -k 455 --alpha 1 --lda 18432 --stride_a 64 --ldb 455 --stride_b 207025 --beta 0 --ldc 64 --stride_c 29120 --batch 288
24,./rocblas-bench -f gemm_strided_batched -r f32_r --transposeA T --transposeB N -m 340 -n 340 -k 64 --alpha 1 --lda 18432 --stride_a 64 --ldb 18432 --stride_b 64 --beta 0 --ldc 340 --stride_c 115600 --batch 288
24,./rocblas-bench -f gemm -r f32_r --transposeA N --transposeB N -m 768 -n 11928 -k 3072 --alpha 1 --lda 768 --ldb 3072 --beta 0 --ldc 768
24,./rocblas-bench -f gemm -r f32_r --transposeA N --transposeB N -m 768 -n 10704 -k 3072 --alpha 1 --lda 768 --ldb 3072 --beta 0 --ldc 768
24,./rocblas-bench -f gemm -r f32_r --transposeA N --transposeB N -m 768 -n 9552 -k 3072 --alpha 1 --lda 768 --ldb 3072 --beta 0 --ldc 768
24,./rocblas-bench -f gemm_strided_batched -r f32_r --transposeA N --transposeB T -m 472 -n 64 -k 472 --alpha 1 --lda 472 --stride_a 222784 --ldb 18432 --stride_b 64 --beta 0 --ldc 472 --stride_c 30208 --batch 288
24,./rocblas-bench -f gemm -r f32_r --transposeA T --transposeB N -m 768 -n 11856 -k 3072 --alpha 1 --lda 3072 --ldb 3072 --beta 0 --ldc 768
24,./rocblas-bench -f gemm -r f32_r --transposeA N --transposeB N -m 768 -n 11280 -k 3072 --alpha 1 --lda 768 --ldb 3072 --beta 0 --ldc 768
24,./rocblas-bench -f gemm_strided_batched -r f32_r --transposeA N --transposeB N -m 64 -n 481 -k 481 --alpha 1 --lda 18432 --stride_a 64 --ldb 481 --stride_b 231361 --beta 0 --ldc 64 --stride_c 30784 --batch 288
24,./rocblas-bench -f gemm -r f32_r --transposeA N --transposeB N -m 768 -n 12072 -k 3072 --alpha 1 --lda 768 --ldb 3072 --beta 0 --ldc 768
24,./rocblas-bench -f gemm_strided_batched -r f32_r --transposeA T --transposeB N -m 465 -n 465 -k 64 --alpha 1 --lda 18432 --stride_a 64 --ldb 18432 --stride_b 64 --beta 0 --ldc 465 --stride_c 216225 --batch 288
24,./rocblas-bench -f gemm_strided_batched -r f32_r --transposeA T --transposeB N -m 394 -n 394 -k 64 --alpha 1 --lda 18432 --stride_a 64 --ldb 18432 --stride_b 64 --beta 0 --ldc 394 --stride_c 155236 --batch 288
24,./rocblas-bench -f gemm_strided_batched -r f32_r --transposeA T --transposeB N -m 390 -n 390 -k 64 --alpha 1 --lda 18432 --stride_a 64 --ldb 18432 --stride_b 64 --beta 0 --ldc 390 --stride_c 152100 --batch 288
24,./rocblas-bench -f gemm -r f32_r --transposeA N --transposeB T -m 3072 -n 768 -k 11928 --alpha 1 --lda 3072 --ldb 768 --beta 0 --ldc 3072
24,./rocblas-bench -f gemm_strided_batched -r f32_r --transposeA T --transposeB N -m 451 -n 451 -k 64 --alpha 1 --lda 18432 --stride_a 64 --ldb 18432 --stride_b 64 --beta 0 --ldc 451 --stride_c 203401 --batch 288
24,./rocblas-bench -f gemm -r f32_r --transposeA T --transposeB N -m 768 -n 10776 -k 3072 --alpha 1 --lda 3072 --ldb 3072 --beta 0 --ldc 768
24,./rocblas-bench -f gemm -r f32_r --transposeA T --transposeB N -m 768 -n 9648 -k 3072 --alpha 1 --lda 3072 --ldb 3072 --beta 0 --ldc 768
24,./rocblas-bench -f gemm_strided_batched -r f32_r --transposeA N --transposeB N -m 64 -n 451 -k 451 --alpha 1 --lda 18432 --stride_a 64 --ldb 451 --stride_b 203401 --beta 0 --ldc 64 --stride_c 28864 --batch 288
24,./rocblas-bench -f gemm_strided_batched -r f32_r --transposeA T --transposeB N -m 484 -n 484 -k 64 --alpha 1 --lda 18432 --stride_a 64 --ldb 18432 --stride_b 64 --beta 0 --ldc 484 --stride_c 234256 --batch 288
24,./rocblas-bench -f gemm -r f32_r --transposeA N --transposeB T -m 768 -n 3072 -k 10200 --alpha 1 --lda 768 --ldb 3072 --beta 0 --ldc 768
24,./rocblas-bench -f gemm_strided_batched -r f32_r --transposeA N --transposeB T -m 497 -n 64 -k 497 --alpha 1 --lda 497 --stride_a 247009 --ldb 18432 --stride_b 64 --beta 0 --ldc 497 --stride_c 31808 --batch 288
24,./rocblas-bench -f gemm_strided_batched -r f32_r --transposeA N --transposeB N -m 64 -n 294 -k 294 --alpha 1 --lda 18432 --stride_a 64 --ldb 294 --stride_b 86436 --beta 0 --ldc 64 --stride_c 18816 --batch 288
24,./rocblas-bench -f gemm_strided_batched -r f32_r --transposeA N --transposeB N -m 64 -n 423 -k 423 --alpha 1 --lda 18432 --stride_a 64 --ldb 423 --stride_b 178929 --beta 0 --ldc 64 --stride_c 27072 --batch 288
24,./rocblas-bench -f gemm_strided_batched -r f32_r --transposeA N --transposeB N -m 64 -n 394 -k 394 --alpha 1 --lda 18432 --stride_a 64 --ldb 394 --stride_b 155236 --beta 0 --ldc 64 --stride_c 25216 --batch 288
24,./rocblas-bench -f gemm_strided_batched -r f32_r --transposeA N --transposeB T -m 458 -n 64 -k 458 --alpha 1 --lda 458 --stride_a 209764 --ldb 18432 --stride_b 64 --beta 0 --ldc 458 --stride_c 29312 --batch 288
24,./rocblas-bench -f gemm_strided_batched -r f32_r --transposeA N --transposeB N -m 64 -n 376 -k 376 --alpha 1 --lda 18432 --stride_a 64 --ldb 376 --stride_b 141376 --beta 0 --ldc 64 --stride_c 24064 --batch 288
24,./rocblas-bench -f gemm_strided_batched -r f32_r --transposeA N --transposeB T -m 64 -n 470 -k 470 --alpha 1 --lda 18432 --stride_a 64 --ldb 470 --stride_b 220900 --beta 0 --ldc 64 --stride_c 30080 --batch 288
24,./rocblas-bench -f gemm_strided_batched -r f32_r --transposeA T --transposeB N -m 403 -n 403 -k 64 --alpha 1 --lda 18432 --stride_a 64 --ldb 18432 --stride_b 64 --beta 0 --ldc 403 --stride_c 162409 --batch 288
24,./rocblas-bench -f gemm -r f32_r --transposeA N --transposeB T -m 3072 -n 768 -k 10200 --alpha 1 --lda 3072 --ldb 768 --beta 0 --ldc 3072
24,./rocblas-bench -f gemm_strided_batched -r f32_r --transposeA N --transposeB N -m 64 -n 512 -k 512 --alpha 1 --lda 18432 --stride_a 64 --ldb 512 --stride_b 262144 --beta 0 --ldc 64 --stride_c 32768 --batch 288
24,./rocblas-bench -f gemm_strided_batched -r f32_r --transposeA N --transposeB N -m 64 -n 469 -k 469 --alpha 1 --lda 18432 --stride_a 64 --ldb 469 --stride_b 219961 --beta 0 --ldc 64 --stride_c 30016 --batch 288
24,./rocblas-bench -f gemm -r f32_r --transposeA T --transposeB N -m 768 -n 10392 -k 3072 --alpha 1 --lda 3072 --ldb 3072 --beta 0 --ldc 768
24,./rocblas-bench -f gemm -r f32_r --transposeA T --transposeB N -m 768 -n 10848 -k 3072 --alpha 1 --lda 3072 --ldb 3072 --beta 0 --ldc 768
24,./rocblas-bench -f gemm_strided_batched -r f32_r --transposeA T --transposeB N -m 423 -n 423 -k 64 --alpha 1 --lda 18432 --stride_a 64 --ldb 18432 --stride_b 64 --beta 0 --ldc 423 --stride_c 178929 --batch 288
24,./rocblas-bench -f gemm -r f32_r --transposeA T --transposeB N -m 768 -n 11904 -k 3072 --alpha 1 --lda 3072 --ldb 3072 --beta 0 --ldc 768
24,./rocblas-bench -f gemm_strided_batched -r f32_r --transposeA N --transposeB T -m 326 -n 64 -k 326 --alpha 1 --lda 326 --stride_a 106276 --ldb 18432 --stride_b 64 --beta 0 --ldc 326 --stride_c 20864 --batch 288
24,./rocblas-bench -f gemm -r f32_r --transposeA N --transposeB T -m 3072 -n 768 -k 11856 --alpha 1 --lda 3072 --ldb 768 --beta 0 --ldc 3072
24,./rocblas-bench -f gemm_strided_batched -r f32_r --transposeA N --transposeB T -m 452 -n 64 -k 452 --alpha 1 --lda 452 --stride_a 204304 --ldb 18432 --stride_b 64 --beta 0 --ldc 452 --stride_c 28928 --batch 288
24,./rocblas-bench -f gemm_strided_batched -r f32_r --transposeA N --transposeB N -m 64 -n 465 -k 465 --alpha 1 --lda 18432 --stride_a 64 --ldb 465 --stride_b 216225 --beta 0 --ldc 64 --stride_c 29760 --batch 288
24,./rocblas-bench -f gemm -r f32_r --transposeA T --transposeB N -m 3072 -n 11832 -k 768 --alpha 1 --lda 768 --ldb 768 --beta 0 --ldc 3072
24,./rocblas-bench -f gemm -r f32_r --transposeA T --transposeB N -m 3072 -n 11856 -k 768 --alpha 1 --lda 768 --ldb 768 --beta 0 --ldc 3072
24,./rocblas-bench -f gemm_strided_batched -r f32_r --transposeA N --transposeB T -m 503 -n 64 -k 503 --alpha 1 --lda 503 --stride_a 253009 --ldb 18432 --stride_b 64 --beta 0 --ldc 503 --stride_c 32192 --batch 288
24,./rocblas-bench -f gemm -r f32_r --transposeA T --transposeB N -m 768 -n 11832 -k 3072 --alpha 1 --lda 3072 --ldb 3072 --beta 0 --ldc 768
24,./rocblas-bench -f gemm -r f32_r --transposeA T --transposeB N -m 768 -n 7824 -k 3072 --alpha 1 --lda 3072 --ldb 3072 --beta 0 --ldc 768
24,./rocblas-bench -f gemm_strided_batched -r f32_r --transposeA N --transposeB N -m 64 -n 340 -k 340 --alpha 1 --lda 18432 --stride_a 64 --ldb 340 --stride_b 115600 --beta 0 --ldc 64 --stride_c 21760 --batch 288
24,./rocblas-bench -f gemm_strided_batched -r f32_r --transposeA T --transposeB N -m 285 -n 285 -k 64 --alpha 1 --lda 18432 --stride_a 64 --ldb 18432 --stride_b 64 --beta 0 --ldc 285 --stride_c 81225 --batch 288
24,./rocblas-bench -f gemm_strided_batched -r f32_r --transposeA N --transposeB N -m 64 -n 359 -k 359 --alpha 1 --lda 18432 --stride_a 64 --ldb 359 --stride_b 128881 --beta 0 --ldc 64 --stride_c 22976 --batch 288
24,./rocblas-bench -f gemm -r f32_r --transposeA N --transposeB T -m 3072 -n 768 -k 10992 --alpha 1 --lda 3072 --ldb 768 --beta 0 --ldc 3072
24,./rocblas-bench -f gemm -r f32_r --transposeA T --transposeB N -m 3072 -n 10848 -k 768 --alpha 1 --lda 768 --ldb 768 --beta 0 --ldc 3072
24,./rocblas-bench -f gemm -r f32_r --transposeA T --transposeB N -m 3072 -n 10392 -k 768 --alpha 1 --lda 768 --ldb 768 --beta 0 --ldc 3072
24,./rocblas-bench -f gemm_strided_batched -r f32_r --transposeA N --transposeB T -m 64 -n 472 -k 472 --alpha 1 --lda 18432 --stride_a 64 --ldb 472 --stride_b 222784 --beta 0 --ldc 64 --stride_c 30208 --batch 288
24,./rocblas-bench -f gemm -r f32_r --transposeA N --transposeB N -m 768 -n 9648 -k 3072 --alpha 1 --lda 768 --ldb 3072 --beta 0 --ldc 768
24,./rocblas-bench -f gemm_strided_batched -r f32_r --transposeA T --transposeB N -m 325 -n 325 -k 64 --alpha 1 --lda 18432 --stride_a 64 --ldb 18432 --stride_b 64 --beta 0 --ldc 325 --stride_c 105625 --batch 288
24,./rocblas-bench -f gemm -r f32_r --transposeA T --transposeB N -m 768 -n 10704 -k 3072 --alpha 1 --lda 3072 --ldb 3072 --beta 0 --ldc 768
24,./rocblas-bench -f gemm -r f32_r --transposeA T --transposeB N -m 768 -n 9552 -k 3072 --alpha 1 --lda 3072 --ldb 3072 --beta 0 --ldc 768
24,./rocblas-bench -f gemm_strided_batched -r f32_r --transposeA N --transposeB N -m 64 -n 316 -k 316 --alpha 1 --lda 18432 --stride_a 64 --ldb 316 --stride_b 99856 --beta 0 --ldc 64 --stride_c 20224 --batch 288
24,./rocblas-bench -f gemm -r f32_r --transposeA N --transposeB T -m 768 -n 3072 -k 7824 --alpha 1 --lda 768 --ldb 3072 --beta 0 --ldc 768
24,./rocblas-bench -f gemm -r f32_r --transposeA N --transposeB T -m 3072 -n 768 -k 11328 --alpha 1 --lda 3072 --ldb 768 --beta 0 --ldc 3072
24,./rocblas-bench -f gemm_strided_batched -r f32_r --transposeA N --transposeB N -m 64 -n 478 -k 478 --alpha 1 --lda 18432 --stride_a 64 --ldb 478 --stride_b 228484 --beta 0 --ldc 64 --stride_c 30592 --batch 288
24,./rocblas-bench -f gemm_strided_batched -r f32_r --transposeA T --transposeB N -m 469 -n 469 -k 64 --alpha 1 --lda 18432 --stride_a 64 --ldb 18432 --stride_b 64 --beta 0 --ldc 469 --stride_c 219961 --batch 288
24,./rocblas-bench -f gemm -r f32_r --transposeA N --transposeB N -m 768 -n 11856 -k 3072 --alpha 1 --lda 768 --ldb 3072 --beta 0 --ldc 768
24,./rocblas-bench -f gemm -r f32_r --transposeA N --transposeB N -m 3072 -n 11328 -k 768 --alpha 1 --lda 3072 --ldb 768 --beta 0 --ldc 3072
24,./rocblas-bench -f gemm -r f32_r --transposeA T --transposeB N -m 768 -n 12024 -k 3072 --alpha 1 --lda 3072 --ldb 3072 --beta 0 --ldc 768
24,./rocblas-bench -f gemm_strided_batched -r f32_r --transposeA T --transposeB N -m 498 -n 498 -k 64 --alpha 1 --lda 18432 --stride_a 64 --ldb 18432 --stride_b 64 --beta 0 --ldc 498 --stride_c 248004 --batch 288
24,./rocblas-bench -f gemm_strided_batched -r f32_r --transposeA N --transposeB N -m 64 -n 460 -k 460 --alpha 1 --lda 18432 --stride_a 64 --ldb 460 --stride_b 211600 --beta 0 --ldc 64 --stride_c 29440 --batch 288
24,./rocblas-bench -f gemm_strided_batched -r f32_r --transposeA N --transposeB T -m 64 -n 497 -k 497 --alpha 1 --lda 18432 --stride_a 64 --ldb 497 --stride_b 247009 --beta 0 --ldc 64 --stride_c 31808 --batch 288
24,./rocblas-bench -f gemm -r f32_r --transposeA T --transposeB N -m 3072 -n 11904 -k 768 --alpha 1 --lda 768 --ldb 768 --beta 0 --ldc 3072
24,./rocblas-bench -f gemm_strided_batched -r f32_r --transposeA T --transposeB N -m 460 -n 460 -k 64 --alpha 1 --lda 18432 --stride_a 64 --ldb 18432 --stride_b 64 --beta 0 --ldc 460 --stride_c 211600 --batch 288
24,./rocblas-bench -f gemm -r f32_r --transposeA N --transposeB N -m 3072 -n 7824 -k 768 --alpha 1 --lda 3072 --ldb 768 --beta 0 --ldc 3072
24,./rocblas-bench -f gemm -r f32_r --transposeA N --transposeB N -m 3072 -n 9552 -k 768 --alpha 1 --lda 3072 --ldb 768 --beta 0 --ldc 3072
24,./rocblas-bench -f gemm_strided_batched -r f32_r --transposeA T --transposeB N -m 478 -n 478 -k 64 --alpha 1 --lda 18432 --stride_a 64 --ldb 18432 --stride_b 64 --beta 0 --ldc 478 --stride_c 228484 --batch 288
24,./rocblas-bench -f gemm_strided_batched -r f32_r --transposeA N --transposeB T -m 402 -n 64 -k 402 --alpha 1 --lda 402 --stride_a 161604 --ldb 18432 --stride_b 64 --beta 0 --ldc 402 --stride_c 25728 --batch 288
24,./rocblas-bench -f gemm_strided_batched -r f32_r --transposeA N --transposeB N -m 64 -n 411 -k 411 --alpha 1 --lda 18432 --stride_a 64 --ldb 411 --stride_b 168921 --beta 0 --ldc 64 --stride_c 26304 --batch 288
24,./rocblas-bench -f gemm_strided_batched -r f32_r --transposeA T --transposeB N -m 372 -n 372 -k 64 --alpha 1 --lda 18432 --stride_a 64 --ldb 18432 --stride_b 64 --beta 0 --ldc 372 --stride_c 138384 --batch 288
24,./rocblas-bench -f gemm_strided_batched -r f32_r --transposeA N --transposeB N -m 64 -n 508 -k 508 --alpha 1 --lda 18432 --stride_a 64 --ldb 508 --stride_b 258064 --beta 0 --ldc 64 --stride_c 32512 --batch 288
24,./rocblas-bench -f gemm -r f32_r --transposeA N --transposeB T -m 768 -n 3072 -k 9648 --alpha 1 --lda 768 --ldb 3072 --beta 0 --ldc 768
24,./rocblas-bench -f gemm -r f32_r --transposeA N --transposeB N -m 3072 -n 10848 -k 768 --alpha 1 --lda 3072 --ldb 768 --beta 0 --ldc 3072
24,./rocblas-bench -f gemm -r f32_r --transposeA N --transposeB N -m 768 -n 7824 -k 3072 --alpha 1 --lda 768 --ldb 3072 --beta 0 --ldc 768
24,./rocblas-bench -f gemm -r f32_r --transposeA N --transposeB N -m 768 -n 10392 -k 3072 --alpha 1 --lda 768 --ldb 3072 --beta 0 --ldc 768
24,./rocblas-bench -f gemm_strided_batched -r f32_r --transposeA N --transposeB T -m 494 -n 64 -k 494 --alpha 1 --lda 494 --stride_a 244036 --ldb 18432 --stride_b 64 --beta 0 --ldc 494 --stride_c 31616 --batch 288
24,./rocblas-bench -f gemm_strided_batched -r f32_r --transposeA N --transposeB T -m 64 -n 326 -k 326 --alpha 1 --lda 18432 --stride_a 64 --ldb 326 --stride_b 106276 --beta 0 --ldc 64 --stride_c 20864 --batch 288
24,./rocblas-bench -f gemm -r f32_r --transposeA T --transposeB N -m 3072 -n 9552 -k 768 --alpha 1 --lda 768 --ldb 768 --beta 0 --ldc 3072
24,./rocblas-bench -f gemm_strided_batched -r f32_r --transposeA T --transposeB N -m 505 -n 505 -k 64 --alpha 1 --lda 18432 --stride_a 64 --ldb 18432 --stride_b 64 --beta 0 --ldc 505 --stride_c 255025 --batch 288
24,./rocblas-bench -f gemm -r f32_r --transposeA N --transposeB T -m 768 -n 3072 -k 11928 --alpha 1 --lda 768 --ldb 3072 --beta 0 --ldc 768
24,./rocblas-bench -f gemm -r f32_r --transposeA N --transposeB T -m 3072 -n 768 -k 7824 --alpha 1 --lda 3072 --ldb 768 --beta 0 --ldc 3072
24,./rocblas-bench -f gemm_strided_batched -r f32_r --transposeA N --transposeB T -m 425 -n 64 -k 425 --alpha 1 --lda 425 --stride_a 180625 --ldb 18432 --stride_b 64 --beta 0 --ldc 425 --stride_c 27200 --batch 288
24,./rocblas-bench -f gemm_strided_batched -r f32_r --transposeA T --transposeB N -m 359 -n 359 -k 64 --alpha 1 --lda 18432 --stride_a 64 --ldb 18432 --stride_b 64 --beta 0 --ldc 359 --stride_c 128881 --batch 288
24,./rocblas-bench -f gemm_strided_batched -r f32_r --transposeA T --transposeB N -m 318 -n 318 -k 64 --alpha 1 --lda 18432 --stride_a 64 --ldb 18432 --stride_b 64 --beta 0 --ldc 318 --stride_c 101124 --batch 288
24,./rocblas-bench -f gemm_strided_batched -r f32_r --transposeA T --transposeB N -m 441 -n 441 -k 64 --alpha 1 --lda 18432 --stride_a 64 --ldb 18432 --stride_b 64 --beta 0 --ldc 441 --stride_c 194481 --batch 288
24,./rocblas-bench -f gemm_strided_batched -r f32_r --transposeA N --transposeB T -m 446 -n 64 -k 446 --alpha 1 --lda 446 --stride_a 198916 --ldb 18432 --stride_b 64 --beta 0 --ldc 446 --stride_c 28544 --batch 288
24,./rocblas-bench -f gemm_strided_batched -r f32_r --transposeA N --transposeB T -m 449 -n 64 -k 449 --alpha 1 --lda 449 --stride_a 201601 --ldb 18432 --stride_b 64 --beta 0 --ldc 449 --stride_c 28736 --batch 288
24,./rocblas-bench -f gemm_strided_batched -r f32_r --transposeA N --transposeB T -m 64 -n 446 -k 446 --alpha 1 --lda 18432 --stride_a 64 --ldb 446 --stride_b 198916 --beta 0 --ldc 64 --stride_c 28544 --batch 288
24,./rocblas-bench -f gemm -r f32_r --transposeA N --transposeB N -m 3072 -n 10704 -k 768 --alpha 1 --lda 3072 --ldb 768 --beta 0 --ldc 3072
24,./rocblas-bench -f gemm -r f32_r --transposeA N --transposeB T -m 768 -n 3072 -k 10392 --alpha 1 --lda 768 --ldb 3072 --beta 0 --ldc 768
24,./rocblas-bench -f gemm -r f32_r --transposeA N --transposeB T -m 3072 -n 768 -k 11280 --alpha 1 --lda 3072 --ldb 768 --beta 0 --ldc 3072
24,./rocblas-bench -f gemm -r f32_r --transposeA N --transposeB T -m 768 -n 3072 -k 11856 --alpha 1 --lda 768 --ldb 3072 --beta 0 --ldc 768
24,./rocblas-bench -f gemm_strided_batched -r f32_r --transposeA N --transposeB N -m 64 -n 403 -k 403 --alpha 1 --lda 18432 --stride_a 64 --ldb 403 --stride_b 162409 --beta 0 --ldc 64 --stride_c 25792 --batch 288
24,./rocblas-bench -f gemm -r f32_r --transposeA N --transposeB T -m 768 -n 3072 -k 11280 --alpha 1 --lda 768 --ldb 3072 --beta 0 --ldc 768
24,./rocblas-bench -f gemm_strided_batched -r f32_r --transposeA N --transposeB N -m 64 -n 285 -k 285 --alpha 1 --lda 18432 --stride_a 64 --ldb 285 --stride_b 81225 --beta 0 --ldc 64 --stride_c 18240 --batch 288
24,./rocblas-bench -f gemm -r f32_r --transposeA N --transposeB T -m 3072 -n 768 -k 10704 --alpha 1 --lda 3072 --ldb 768 --beta 0 --ldc 3072
24,./rocblas-bench -f gemm -r f32_r --transposeA T --transposeB N -m 3072 -n 8256 -k 768 --alpha 1 --lda 768 --ldb 768 --beta 0 --ldc 3072
24,./rocblas-bench -f gemm -r f32_r --transposeA T --transposeB N -m 3072 -n 12072 -k 768 --alpha 1 --lda 768 --ldb 768 --beta 0 --ldc 3072
24,./rocblas-bench -f gemm_strided_batched -r f32_r --transposeA T --transposeB N -m 418 -n 418 -k 64 --alpha 1 --lda 18432 --stride_a 64 --ldb 18432 --stride_b 64 --beta 0 --ldc 418 --stride_c 174724 --batch 288
24,./rocblas-bench -f gemm_strided_batched -r f32_r --transposeA N --transposeB N -m 64 -n 350 -k 350 --alpha 1 --lda 18432 --stride_a 64 --ldb 350 --stride_b 122500 --beta 0 --ldc 64 --stride_c 22400 --batch 288
24,./rocblas-bench -f gemm_strided_batched -r f32_r --transposeA N --transposeB N -m 64 -n 300 -k 300 --alpha 1 --lda 18432 --stride_a 64 --ldb 300 --stride_b 90000 --beta 0 --ldc 64 --stride_c 19200 --batch 288
24,./rocblas-bench -f gemm_strided_batched -r f32_r --transposeA T --transposeB N -m 455 -n 455 -k 64 --alpha 1 --lda 18432 --stride_a 64 --ldb 18432 --stride_b 64 --beta 0 --ldc 455 --stride_c 207025 --batch 288
24,./rocblas-bench -f gemm_strided_batched -r f32_r --transposeA T --transposeB N -m 467 -n 467 -k 64 --alpha 1 --lda 18432 --stride_a 64 --ldb 18432 --stride_b 64 --beta 0 --ldc 467 --stride_c 218089 --batch 288
24,./rocblas-bench -f gemm_strided_batched -r f32_r --transposeA T --transposeB N -m 349 -n 349 -k 64 --alpha 1 --lda 18432 --stride_a 64 --ldb 18432 --stride_b 64 --beta 0 --ldc 349 --stride_c 121801 --batch 288
24,./rocblas-bench -f gemm -r f32_r --transposeA N --transposeB T -m 3072 -n 768 -k 10776 --alpha 1 --lda 3072 --ldb 768 --beta 0 --ldc 3072
24,./rocblas-bench -f gemm_strided_batched -r f32_r --transposeA N --transposeB T -m 433 -n 64 -k 433 --alpha 1 --lda 433 --stride_a 187489 --ldb 18432 --stride_b 64 --beta 0 --ldc 433 --stride_c 27712 --batch 288
24,./rocblas-bench -f gemm -r f32_r --transposeA T --transposeB N -m 3072 -n 12024 -k 768 --alpha 1 --lda 768 --ldb 768 --beta 0 --ldc 3072
24,./rocblas-bench -f gemm_strided_batched -r f32_r --transposeA N --transposeB N -m 64 -n 318 -k 318 --alpha 1 --lda 18432 --stride_a 64 --ldb 318 --stride_b 101124 --beta 0 --ldc 64 --stride_c 20352 --batch 288
24,./rocblas-bench -f gemm_strided_batched -r f32_r --transposeA N --transposeB N -m 64 -n 390 -k 390 --alpha 1 --lda 18432 --stride_a 64 --ldb 390 --stride_b 152100 --beta 0 --ldc 64 --stride_c 24960 --batch 288
24,./rocblas-bench -f gemm -r f32_r --transposeA N --transposeB N -m 3072 -n 11856 -k 768 --alpha 1 --lda 3072 --ldb 768 --beta 0 --ldc 3072
24,./rocblas-bench -f gemm -r f32_r --transposeA N --transposeB T -m 768 -n 3072 -k 9552 --alpha 1 --lda 768 --ldb 3072 --beta 0 --ldc 768
24,./rocblas-bench -f gemm_strided_batched -r f32_r --transposeA T --transposeB N -m 434 -n 434 -k 64 --alpha 1 --lda 18432 --stride_a 64 --ldb 18432 --stride_b 64 --beta 0 --ldc 434 --stride_c 188356 --batch 288
24,./rocblas-bench -f gemm -r f32_r --transposeA N --transposeB N -m 3072 -n 11280 -k 768 --alpha 1 --lda 3072 --ldb 768 --beta 0 --ldc 3072
24,./rocblas-bench -f gemm -r f32_r --transposeA T --transposeB N -m 3072 -n 7824 -k 768 --alpha 1 --lda 768 --ldb 768 --beta 0 --ldc 3072
24,./rocblas-bench -f gemm_strided_batched -r f32_r --transposeA T --transposeB N -m 316 -n 316 -k 64 --alpha 1 --lda 18432 --stride_a 64 --ldb 18432 --stride_b 64 --beta 0 --ldc 316 --stride_c 99856 --batch 288
24,./rocblas-bench -f gemm_strided_batched -r f32_r --transposeA N --transposeB T -m 64 -n 503 -k 503 --alpha 1 --lda 18432 --stride_a 64 --ldb 503 --stride_b 253009 --beta 0 --ldc 64 --stride_c 32192 --batch 288
24,./rocblas-bench -f gemm_strided_batched -r f32_r --transposeA N --transposeB N -m 64 -n 418 -k 418 --alpha 1 --lda 18432 --stride_a 64 --ldb 418 --stride_b 174724 --beta 0 --ldc 64 --stride_c 26752 --batch 288
24,./rocblas-bench -f gemm -r f32_r --transposeA T --transposeB N -m 3072 -n 11280 -k 768 --alpha 1 --lda 768 --ldb 768 --beta 0 --ldc 3072
24,./rocblas-bench -f gemm_strided_batched -r f32_r --transposeA T --transposeB N -m 312 -n 312 -k 64 --alpha 1 --lda 18432 --stride_a 64 --ldb 18432 --stride_b 64 --beta 0 --ldc 312 --stride_c 97344 --batch 288
24,./rocblas-bench -f gemm -r f32_r --transposeA N --transposeB N -m 3072 -n 10992 -k 768 --alpha 1 --lda 3072 --ldb 768 --beta 0 --ldc 3072
24,./rocblas-bench -f gemm_strided_batched -r f32_r --transposeA N --transposeB N -m 64 -n 430 -k 430 --alpha 1 --lda 18432 --stride_a 64 --ldb 430 --stride_b 184900 --beta 0 --ldc 64 --stride_c 27520 --batch 288
24,./rocblas-bench -f gemm_strided_batched -r f32_r --transposeA T --transposeB N -m 512 -n 512 -k 64 --alpha 1 --lda 18432 --stride_a 64 --ldb 18432 --stride_b 64 --beta 0 --ldc 512 --stride_c 262144 --batch 288
24,./rocblas-bench -f gemm_strided_batched -r f32_r --transposeA T --transposeB N -m 294 -n 294 -k 64 --alpha 1 --lda 18432 --stride_a 64 --ldb 18432 --stride_b 64 --beta 0 --ldc 294 --stride_c 86436 --batch 288
