BERTBIGSEQ512
0144000 ./rocblas-bench -f gemm -r f32_r --transposeA N --transposeB N -m 1024 -n 2048 -k 1024 --alpha 1 --lda 1024 --ldb 1024 --beta 0 --ldc 1024
0144000 ./rocblas-bench -f gemm -r f32_r --transposeA N --transposeB N -m 1024 -n 3072 -k 1024 --alpha 1 --lda 1024 --ldb 1024 --beta 0 --ldc 1024
0144000 ./rocblas-bench -f gemm -r f32_r --transposeA N --transposeB N -m 1024 -n 512 -k 1024 --alpha 1 --lda 1024 --ldb 1024 --beta 0 --ldc 1024
0144000 ./rocblas-bench -f gemm -r f32_r --transposeA N --transposeB T -m 1024 -n 1024 -k 2048 --alpha 1 --lda 1024 --ldb 1024 --beta 0 --ldc 1024
0144000 ./rocblas-bench -f gemm -r f32_r --transposeA N --transposeB T -m 1024 -n 1024 -k 3072 --alpha 1 --lda 1024 --ldb 1024 --beta 0 --ldc 1024
0144000 ./rocblas-bench -f gemm -r f32_r --transposeA N --transposeB T -m 1024 -n 1024 -k 512 --alpha 1 --lda 1024 --ldb 1024 --beta 0 --ldc 1024
0144000 ./rocblas-bench -f gemm -r f32_r --transposeA T --transposeB N -m 1024 -n 2048 -k 1024 --alpha 1 --lda 1024 --ldb 1024 --beta 0 --ldc 1024
0144000 ./rocblas-bench -f gemm -r f32_r --transposeA T --transposeB N -m 1024 -n 3072 -k 1024 --alpha 1 --lda 1024 --ldb 1024 --beta 0 --ldc 1024
0144000 ./rocblas-bench -f gemm -r f32_r --transposeA T --transposeB N -m 1024 -n 512 -k 1024 --alpha 1 --lda 1024 --ldb 1024 --beta 0 --ldc 1024
0072000 ./rocblas-bench -f gemm_strided_batched -r f32_r --transposeA N --transposeB N -m 64 -n 512 -k 512 --alpha 1 --lda 64 --stride_a 32768 --ldb 512 --stride_b 262144 --beta 0 --ldc 64 --stride_c 32768 --batch 16
0072000 ./rocblas-bench -f gemm_strided_batched -r f32_r --transposeA N --transposeB N -m 64 -n 512 -k 512 --alpha 1 --lda 64 --stride_a 32768 --ldb 512 --stride_b 262144 --beta 0 --ldc 64 --stride_c 32768 --batch 64
0072000 ./rocblas-bench -f gemm_strided_batched -r f32_r --transposeA N --transposeB N -m 64 -n 512 -k 512 --alpha 1 --lda 64 --stride_a 32768 --ldb 512 --stride_b 262144 --beta 0 --ldc 64 --stride_c 32768 --batch 96
0072000 ./rocblas-bench -f gemm_strided_batched -r f32_r --transposeA N --transposeB T -m 64 -n 512 -k 512 --alpha 1 --lda 64 --stride_a 32768 --ldb 512 --stride_b 262144 --beta 0 --ldc 64 --stride_c 32768 --batch 16
0072000 ./rocblas-bench -f gemm_strided_batched -r f32_r --transposeA N --transposeB T -m 64 -n 512 -k 512 --alpha 1 --lda 64 --stride_a 32768 --ldb 512 --stride_b 262144 --beta 0 --ldc 64 --stride_c 32768 --batch 64
